work_id,work_id_raw,mp_id,ida_id,category,description,recommended_amount,recommendation_date
747,SPO-11-2023-0747,6,4,Sports,Construction of sports facility at Mishra Street,467100000,2025-08-14
748,SPO-21-2023-0748,16,4,Sports,Construction of sports facility at Chad,79900000,2025-02-04
749,SAN-10-2023-0749,5,7,Sanitation,Construction of sanitation facility at Munshi Street,258500000,2023-12-01
750,DRI-25-2023-0750,20,3,Drinking Water,Construction of drinking water facility at Mody Ganj,431100000,2023-11-30
751,RAI-23-2023-0751,18,1,Railways,Construction of railways facility at Prakash Street,241500000,2025-02-20
752,SAN-7-2023-0752,2,13,Sanitation,Construction of sanitation facility at Vaidya Street,81300000,2024-06-28
753,ELE-22-2023-0753,17,2,Electricity,Construction of electricity facility at Devi Marg,494900000,2024-11-20
754,ELE-22-2023-0754,17,3,Electricity,Construction of electricity facility at Sampath Marg,375600000,2024-01-23
755,EDU-21-2023-0755,16,3,Education,Construction of education facility at Yogi Chowk,306400000,2025-02-20
756,ELE-12-2023-0756,7,20,Electricity,Construction of electricity facility at Ganesan Street,155100000,2024-09-15
757,ROA-23-2023-0757,18,15,Roads,Construction of roads facility at Dey Road,317100000,2024-01-24
758,SPO-6-2023-0758,1,14,Sports,Construction of sports facility at Seshadri Path,362300000,2024-12-25
759,ROA-24-2023-0759,19,9,Roads,Construction of roads facility at Parmer Nagar,126300000,2023-09-08
760,HEA-27-2023-0760,22,15,Health,Construction of health facility at Deshpande Chowk,106900000,2024-01-30
761,DRI-30-2023-0761,25,13,Drinking Water,Construction of drinking water facility at Tiwari Marg,351900000,2025-01-20
762,HEA-18-2023-0762,13,10,Health,Construction of health facility at Rege Chowk,156400000,2025-02-13
763,DRI-13-2023-0763,8,20,Drinking Water,Construction of drinking water facility at Sagar Chowk,166800000,2025-03-05
764,DRI-16-2023-0764,11,8,Drinking Water,Construction of drinking water facility at Suresh Chowk,124600000,2024-01-08
765,SPO-14-2023-0765,9,14,Sports,Construction of sports facility at Balasubramanian Zila,425000000,2025-05-11
766,ELE-18-2023-0766,13,20,Electricity,Construction of electricity facility at Master Ganj,274200000,2023-09-26
767,EDU-25-2023-0767,20,3,Education,Construction of education facility at Kar Road,352000000,2024-10-22
768,DRI-12-2023-0768_Drinking Water,7,16,Drinking Water,Construction of drinking water facility at Ganguly Road,428600000,2025-04-29
769,ELE-15-2023-0769,10,2,Electricity,Construction of electricity facility at Tandon Chowk,317900000,2024-10-31
770,RAI-6-2023-0770,1,12,Railways,Construction of railways facility at Chowdhury Circle,164800000,2024-11-18
771,EDU-15-2023-0771,10,18,Education,Construction of education facility at Loyal Zila,487900000,2025-04-25
772,SAN-14-2023-0772,9,15,Sanitation,Construction of sanitation facility at Peri Circle,195700000,2024-10-26
773,EDU-15-2023-0773,10,1,Education,Construction of education facility at Sastry Nagar,369900000,2024-10-29
774,SAN-19-2023-0774,14,5,Sanitation,Construction of sanitation facility at Sandal Ganj,245400000,2023-11-19
775,ELE-22-2023-0775_Electricity,17,14,Electricity,Construction of electricity facility at Mishra Ganj,186800000,2025-07-11
776,EDU-6-2023-0776,1,5,Education,Construction of education facility at Sengupta Nagar,240300000,2024-03-23
777,RAI-14-2023-0777,9,14,Railways,Construction of railways facility at Chahal Path,230300000,2024-08-07
778,EDU-13-2023-0778,8,20,Education,Construction of education facility at Khalsa Zila,489200000,2024-02-11
779,ELE-21-2023-0779,16,16,Electricity,Construction of electricity facility at Panchal,322000000,2025-06-30
780,RAI-26-2023-0780,21,4,Railways,Construction of railways facility at Sangha,363200000,2024-01-07
781,EDU-20-2023-0781,15,19,Education,Construction of education facility at Dewan,303000000,2025-05-02
782,RAI-8-2023-0782,3,12,Railways,Construction of railways facility at Jhaveri Ganj,292900000,2025-05-18
783,RAI-18-2023-0783,13,3,Railways,Construction of railways facility at Panchal Nagar,319200000,2024-10-18
784,ROA-7-2023-0784,2,7,Roads,Construction of roads facility at Yohannan Road,69400000,2024-01-09
785,HEA-26-2023-0785,21,20,Health,Construction of health facility at Master Path,232200000,2024-04-12
786,RAI-22-2023-0786,17,13,Railways,Construction of railways facility at Loke,107300000,2025-06-28
787,EDU-30-2023-0787,25,12,Education,Construction of education facility at Chandran Circle,399100000,2023-12-15
788,HEA-26-2023-0788,21,3,Health,Construction of health facility at Bhargava Marg,298300000,2024-04-03
789,SAN-13-2023-0789,8,14,Sanitation,Construction of sanitation facility at Deo Street,376200000,2024-03-12
790,ROA-16-2023-0790,11,20,Roads,Construction of roads facility at Nagy Street,490000000,2025-06-05
791,SAN-26-2023-0791,21,18,Sanitation,Construction of sanitation facility at Ramaswamy Ganj,161900000,2024-09-15
792,SPO-6-2023-0792,1,12,Sports,Construction of sports facility at Luthra Street,373200000,2024-12-31
793,ELE-13-2023-0793,8,2,Electricity,Construction of electricity facility at Prashad Marg,209100000,2024-08-17
794,SPO-14-2023-0794,9,5,Sports,Construction of sports facility at Chander Zila,252100000,2024-07-09
795,RAI-19-2023-0795,14,17,Railways,Construction of railways facility at Mall Circle,170700000,2025-02-21
796,SPO-12-2023-0796,7,3,Sports,Construction of sports facility at Sha Path,375700000,2024-09-14
797,SPO-19-2023-0797,14,18,Sports,Construction of sports facility at Agate Path,302200000,2025-07-06
798,ROA-6-2023-0798,1,9,Roads,Construction of roads facility at Shanker Zila,221600000,2025-01-06
799,SPO-18-2023-0799,13,1,Sports,Construction of sports facility at Bhatnagar Path,480000000,2025-05-11
800,ELE-11-2023-0800,6,4,Electricity,Construction of electricity facility at Rao Circle,212200000,2024-02-17
801,ELE-30-2023-0801,25,12,Electricity,Construction of electricity facility at Kakar Marg,207100000,2024-09-19
802,EDU-29-2023-0802,24,15,Education,Construction of education facility at Naidu Road,276700000,2025-06-05
803,DRI-25-2023-0803,20,8,Drinking Water,Construction of drinking water facility at Nazareth Road,84200000,2024-10-30
804,SAN-12-2023-0804,7,15,Sanitation,Construction of sanitation facility at De,331000000,2024-11-13
805,SPO-30-2023-0805_Sports,25,20,Sports,Construction of sports facility at Oza Chowk,163700000,2025-07-26
806,SPO-10-2023-0806_Sports,5,3,Sports,Construction of sports facility at Batra Nagar,203900000,2023-11-17
807,HEA-10-2023-0807,5,13,Health,Construction of health facility at Babu Chowk,446900000,2023-12-06
808,ELE-24-2023-0808,19,5,Electricity,Construction of electricity facility at Sastry Street,476000000,2024-08-20
809,RAI-23-2023-0809,18,10,Railways,Construction of railways facility at Sangha Nagar,187600000,2024-02-05
810,EDU-6-2023-0810,1,3,Education,Construction of education facility at Mittal Street,136400000,2024-01-02
811,EDU-20-2023-0811,15,19,Education,Construction of education facility at Chander Road,161200000,2025-01-21
812,EDU-24-2023-0812,19,19,Education,Construction of education facility at Krishna Path,331100000,2023-11-04
813,ROA-21-2023-0813,16,7,Roads,Construction of roads facility at Gandhi Path,121800000,2023-10-11
814,SAN-22-2023-0814,17,19,Sanitation,Construction of sanitation facility at Mody Marg,361400000,2025-03-17
815,EDU-21-2023-0815_Education,16,9,Education,Construction of education facility at Sanghvi Ganj,373800000,2025-01-22
816,ROA-9-2023-0816,4,20,Roads,Construction of roads facility at Chandran Zila,169400000,2023-09-01
817,RAI-29-2023-0817,24,13,Railways,Construction of railways facility at Sood Ganj,226700000,2023-10-31
818,HEA-29-2023-0818,24,20,Health,Construction of health facility at Kara Street,234300000,2024-10-08
819,SAN-7-2023-0819,2,9,Sanitation,Construction of sanitation facility at Andra Chowk,370600000,2023-09-07
820,SAN-12-2023-0820,7,1,Sanitation,Construction of sanitation facility at Dara Path,94300000,2025-06-30
821,HEA-11-2023-0821,6,7,Health,Construction of health facility at Deo Marg,228600000,2024-09-06
822,ELE-18-2023-0822,13,6,Electricity,Construction of electricity facility at Karnik Zila,358400000,2024-06-24
823,DRI-24-2023-0823,19,17,Drinking Water,Construction of drinking water facility at Chaudry Zila,146100000,2023-11-20
824,SPO-29-2023-0824,24,16,Sports,Construction of sports facility at Pillai Path,450200000,2025-07-16
825,EDU-11-2023-0825,6,3,Education,Construction of education facility at Devan Road,145500000,2024-06-24
826,EDU-19-2023-0826,14,4,Education,Construction of education facility at Dhar Street,198300000,2023-10-24
827,ELE-26-2023-0827,21,16,Electricity,Construction of electricity facility at Anand Circle,382000000,2024-12-18
828,EDU-21-2023-0828,16,18,Education,Construction of education facility at Sarraf Street,198000000,2024-05-30
829,ROA-28-2023-0829,23,6,Roads,Construction of roads facility at Doshi Ganj,78600000,2025-08-15
830,ROA-12-2023-0830,7,19,Roads,Construction of roads facility at Savant Marg,87800000,2025-06-29
831,SAN-17-2023-0831,12,14,Sanitation,Construction of sanitation facility at Chadha Ganj,490900000,2025-07-28
832,ELE-9-2023-0832,4,19,Electricity,Construction of electricity facility at Dey Zila,295500000,2025-04-07
833,SPO-9-2023-0833,4,5,Sports,Construction of sports facility at Rajagopalan Zila,110900000,2024-05-31
834,ROA-12-2023-0834,7,11,Roads,Construction of roads facility at Murty Marg,398400000,2025-05-07
835,SAN-24-2023-0835,19,9,Sanitation,Construction of sanitation facility at Kota Street,468900000,2024-04-03
836,EDU-26-2023-0836,21,13,Education,Construction of education facility at Kothari Zila,485300000,2024-11-03
837,HEA-22-2023-0837_Health,17,7,Health,Construction of health facility at Mane,274100000,2025-04-28
838,RAI-24-2023-0838,19,15,Railways,Construction of railways facility at Mitra Nagar,128200000,2024-02-07
839,SPO-19-2023-0839,14,9,Sports,Construction of sports facility at Upadhyay Circle,440600000,2024-01-25
840,SAN-9-2023-0840,4,19,Sanitation,Construction of sanitation facility at Merchant Marg,254000000,2025-01-14
841,SPO-16-2023-0841,11,7,Sports,Construction of sports facility at Khatri Nagar,476400000,2024-09-19
842,EDU-21-2023-0842,16,4,Education,Construction of education facility at Chowdhury Marg,246600000,2024-03-06
843,DRI-23-2023-0843,18,19,Drinking Water,Construction of drinking water facility at Bobal Chowk,397300000,2024-10-15
844,DRI-25-2023-0844,20,15,Drinking Water,Construction of drinking water facility at Patel Nagar,398100000,2025-08-26
845,HEA-28-2023-0845,23,10,Health,Construction of health facility at Deo Path,193200000,2024-06-27
846,SAN-28-2023-0846,23,7,Sanitation,Construction of sanitation facility at Salvi,254600000,2024-06-10
847,DRI-8-2023-0847,3,10,Drinking Water,Construction of drinking water facility at Gera Circle,372400000,2025-04-15
848,DRI-16-2023-0848,11,13,Drinking Water,Construction of drinking water facility at Bora Chowk,427100000,2023-09-13
849,SPO-17-2023-0849,12,19,Sports,Construction of sports facility at Bir,453000000,2023-09-11
850,SPO-19-2023-0850,14,9,Sports,Construction of sports facility at Kale Road,356600000,2023-10-01
851,SAN-11-2023-0851_Sanitation,6,9,Sanitation,Construction of sanitation facility at Rao Nagar,405500000,2024-09-28
852,ELE-15-2023-0852,10,19,Electricity,Construction of electricity facility at Thaker Road,373200000,2025-04-18
853,RAI-15-2023-0853,10,10,Railways,Construction of railways facility at Sampath Marg,455900000,2025-02-27
854,SAN-23-2023-0854_Sanitation,18,2,Sanitation,Construction of sanitation facility at Butala Marg,459600000,2025-01-10
855,SPO-7-2023-0855,2,8,Sports,Construction of sports facility at Yogi Circle,252900000,2024-12-22
856,SPO-27-2023-0856,22,20,Sports,Construction of sports facility at Mall Street,212500000,2023-11-04
857,ELE-14-2023-0857_Electricity,9,14,Electricity,Construction of electricity facility at Brar Road,378700000,2024-10-02
858,HEA-14-2023-0858,9,5,Health,Construction of health facility at Dugal Ganj,231600000,2024-10-21
859,HEA-12-2023-0859,7,11,Health,Construction of health facility at Raman Path,312000000,2024-11-29
860,RAI-18-2023-0860,13,13,Railways,Construction of railways facility at Mukherjee Zila,279500000,2025-02-24
861,ELE-14-2023-0861,9,12,Electricity,Construction of electricity facility at Khare Marg,321300000,2023-10-15
862,ELE-8-2023-0862_Electricity,3,7,Electricity,Construction of electricity facility at Chadha Ganj,148500000,2025-08-19
863,SAN-25-2023-0863,20,10,Sanitation,Construction of sanitation facility at D’Alia Marg,296900000,2024-08-18
864,ROA-12-2023-0864,7,7,Roads,Construction of roads facility at Bhakta,334500000,2024-04-28
865,SPO-9-2023-0865,4,3,Sports,Construction of sports facility at Dar Street,479000000,2023-09-10
866,DRI-27-2023-0866,22,1,Drinking Water,Construction of drinking water facility at Apte Street,205800000,2024-01-06
867,SPO-17-2023-0867,12,5,Sports,Construction of sports facility at Palan Chowk,378300000,2024-10-11
868,ROA-26-2023-0868,21,17,Roads,Construction of roads facility at Lad Circle,298500000,2024-01-08
869,HEA-23-2023-0869_Health,18,1,Health,Construction of health facility at Date Path,289000000,2025-04-05
870,HEA-7-2023-0870,2,2,Health,Construction of health facility at Dalal Road,487900000,2025-04-22
871,ELE-11-2023-0871,6,2,Electricity,Construction of electricity facility at Nayak Nagar,384500000,2025-05-19
872,ROA-9-2023-0872,4,20,Roads,Construction of roads facility at Magar Marg,194700000,2024-10-11
873,HEA-6-2023-0873,1,16,Health,Construction of health facility at Lall Zila,412200000,2025-03-07
874,ELE-20-2023-0874,15,1,Electricity,Construction of electricity facility at Bose,426300000,2024-09-20
875,ELE-15-2023-0875,10,19,Electricity,Construction of electricity facility at Vaidya Chowk,372900000,2024-06-06
876,SPO-26-2023-0876,21,14,Sports,Construction of sports facility at Tata Nagar,132100000,2025-06-29
877,DRI-9-2023-0877,4,19,Drinking Water,Construction of drinking water facility at Ganesan,85800000,2024-06-12
878,SAN-19-2023-0878,14,8,Sanitation,Construction of sanitation facility at Kumer Street,119600000,2025-04-23
879,DRI-8-2023-0879,3,19,Drinking Water,Construction of drinking water facility at D’Alia Zila,495200000,2024-02-25
880,ROA-22-2023-0880,17,9,Roads,Construction of roads facility at Agate Circle,134000000,2023-10-05
881,SPO-24-2023-0881,19,11,Sports,Construction of sports facility at Konda Nagar,365700000,2023-10-06
882,ROA-27-2023-0882,22,1,Roads,Construction of roads facility at Patla Chowk,342700000,2024-06-24
883,SAN-22-2023-0883,17,8,Sanitation,Construction of sanitation facility at Gola Street,198500000,2025-08-24
884,RAI-10-2023-0884,5,16,Railways,Construction of railways facility at Saini Nagar,352300000,2024-02-22
885,ELE-19-2023-0885,14,7,Electricity,Construction of electricity facility at Kothari Path,312300000,2024-07-20
886,SAN-9-2023-0886,4,1,Sanitation,Construction of sanitation facility at Madan Path,154400000,2025-06-03
887,HEA-15-2023-0887,10,5,Health,Construction of health facility at Pradhan Zila,363900000,2023-12-02
888,SPO-9-2023-0888,4,19,Sports,Construction of sports facility at Ben Circle,481600000,2024-01-18
889,DRI-8-2023-0889,3,9,Drinking Water,Construction of drinking water facility at Varty Ganj,346800000,2023-10-06
890,ELE-16-2023-0890,11,14,Electricity,Construction of electricity facility at Biswas Marg,394900000,2025-07-13
891,SPO-23-2023-0891,18,19,Sports,Construction of sports facility at Mandal Chowk,354400000,2025-04-23
892,SAN-12-2023-0892,7,13,Sanitation,Construction of sanitation facility at Narang Road,165700000,2023-11-07
893,ROA-29-2023-0893,24,17,Roads,Construction of roads facility at Shan Circle,435100000,2023-09-07
894,DRI-15-2023-0894,10,5,Drinking Water,Construction of drinking water facility at Iyer Path,76300000,2024-04-14
